"FROTA";"ANO";"MES";"LAT";"LON";"EFF";"LAGE";"BRANCA";"BANDOLIM"
"BRA";2002;2;30;30;124410;796,077027;546,9209091;0
"BRA";2002;2;30;35;29550;540,5;20,34;15
"BRA";2002;2;30;40;4000;22,6;56,5;0
"BRA";2002;2;35;35;2000;0;0;0
"BRA";2002;3;0;25;5000;1039,6;22,6;325,44
"BRA";2002;3;0;30;16370;1830,6;216,96;978,58
"BRA";2002;3;0;35;11800;1932,3;0;76,84
"BRA";2002;3;0;40;1100;0;0;0
"BRA";2002;3;5;25;1000;711,9;22,6;153,68
"BRA";2002;3;5;30;1300;311,88;113;81,36
"BRA";2002;3;5;35;7000;3000,15;50,85;653,14
"BRA";2002;3;15;25;1115;0;203,4;0
"BRA";2002;3;25;30;10250;129,8290323;113;87
"BRA";2002;3;25;35;4240;0;0;0
"BRA";2002;3;25;40;20220;1103,120732;29,95;2273,15
"BRA";2002;3;25;45;18600;196,4166667;175,3888889;57,85714286
"BRA";2002;3;30;25;111880;5310,159376;1536,306667;213
"BRA";2002;3;30;30;55070;386,8935484;443,2166667;200,2857143
"BRA";2002;3;30;35;14560;169,4020737;19,96666667;6,571428571
"BRA";2002;3;30;40;14000;49,42857143;217,3111111;26,28571429
"BRA";2002;3;30;50;1000;6000;700;0
"BRA";2002;4;0;25;1800;159,33;27,12;117,52
"BRA";2002;4;0;30;12790;2465,66;79,1;0
"BRA";2002;4;0;35;13310;1525,5;0;345,78
"BRA";2002;4;0;55;1200;424,88;0;0
"BRA";2002;4;5;35;2000;1576,35;39,55;307,36
"BRA";2002;4;25;30;950;0;0;0
"BRA";2002;4;25;45;14150;108,7294118;432,1176471;440,1451613
"BRA";2002;4;30;30;1150;0;0;0
"BRA";2002;4;30;45;17100;343,7627528;922,9609533;358,1067767
"BRA";2002;4;30;50;37670;2778,321871;2349,645538;1159,960853
"BRA";2002;4;35;50;2200;146,1859649;145,0758621;251,8372093
"BRA";2002;5;0;30;1200;33,9;0;0
"BRA";2002;5;0;40;1200;0;0;0
"BRA";2002;5;0;45;4530;0;0;0
"BRA";2002;5;5;40;1150;0;0;0
"BRA";2002;5;5;45;4550;0;0;0
"BRA";2002;5;25;45;49960;467,6304348;1479,313174;302,0077519
"BRA";2002;5;30;15;1000;203,4;113;0
"BRA";2002;5;30;35;1400;14;63;0
"BRA";2002;5;30;40;3520;14;163;0
"BRA";2002;5;30;45;48910;802,0478998;4997,074441;1535,379264
"BRA";2002;5;30;50;70530;8920,121665;11339,26238;9570,912984
"BRA";2002;6;0;35;8200;0;0;0
"BRA";2002;6;0;40;1300;0;0;0
"BRA";2002;6;25;35;16280;0;86,13023256;0
"BRA";2002;6;25;40;3620;0;83,99534884;30
"BRA";2002;6;25;45;28390;375,2591549;1177,494954;190,8703704
"BRA";2002;6;30;30;9825;0;247,6244186;0
"BRA";2002;6;30;35;2040;0;0;0
"BRA";2002;6;30;40;12730;598,6404834;242,0507937;0
"BRA";2002;6;30;45;29550;9369,219459;3530,260465;1207,412156
"BRA";2002;6;30;50;73190;55710,1809;11004,59379;9792,467474
"BRA";2002;7;0;30;14170;0;50,85;0
"BRA";2002;7;25;40;1220;0;67,8;33,9
"BRA";2002;7;25;45;59550;109,6;3562,268572;928,0798587
"BRA";2002;7;30;45;66590;7177,276109;8467,459465;2131,040936
"BRA";2002;7;30;50;89550;23451,95296;8940,169899;6253,285246
"BRA";2002;8;0;30;1120;0;0;0
"BRA";2002;8;20;45;2950;0;146,9;0
"BRA";2002;8;25;40;9300;2648;1560,5;78
"BRA";2002;8;25;45;54595;621,5817391;4353,941966;604,7086957
"BRA";2002;8;30;15;1000;22,6;45,2;0
"BRA";2002;8;30;40;800;0;0;33,9
"BRA";2002;8;30;45;32615;1548,478261;1636,495726;912,3913043
"BRA";2002;8;30;50;29260;5214,9;1152,592308;2097,1
"BRA";2002;8;35;45;3000;0;723,2;0
"BRA";2002;8;35;50;1000;0;485,9;0
"BRA";2002;9;0;30;10690;0;127,69;0
"BRA";2002;9;20;45;1020;745;230;0
"BRA";2002;9;25;30;1100;0;0;0
"BRA";2002;9;25;35;3300;0;0;0
"BRA";2002;9;25;40;3200;1717;295;0
"BRA";2002;9;25;45;56155;12495,3;3813,55;772,65
"BRA";2002;9;30;35;2200;0;0;0
"BRA";2002;9;30;40;4400;0;0;0
"BRA";2002;9;30;45;37800;2909;1629;665
"BRA";2002;9;30;50;43240;7898,022222;3305,577778;9483,65
"BRA";2002;9;35;45;1100;1656,222222;913,7777778;0
"BRA";2002;9;35;50;3400;373;724;37
"BRA";2002;10;20;45;1000;1597;410;0
"BRA";2002;10;25;45;28000;8872,430769;1350,2;0
"BRA";2002;10;30;40;2000;140;120;0
"BRA";2002;10;30;45;20000;3963,461538;367,5;355
"BRA";2002;10;30;50;11200;972,7076923;107,7;56,5
"BRA";2002;10;35;40;1100;0;45,2;0
"BRA";2002;10;35;45;19250;122,35;77,15;183
"BRA";2002;10;35;50;1050;0;0;70
"BRA";2002;11;20;40;1250;0;0;0
"BRA";2002;11;20;45;990;352;20;0
"BRA";2002;11;25;40;3100;2343;530;0
"BRA";2002;11;25;45;14350;7394;1165;0
"BRA";2002;11;30;25;8400;127,8;33,9;117,2333333
"BRA";2002;11;30;30;33700;1155,4;216,05;425
"BRA";2002;11;30;35;5750;0;0;109,4666667
"BRA";2002;11;30;40;1400;30;0;88,05714286
"BRA";2002;11;30;45;4600;281;33,33333333;117,8571429
"BRA";2002;11;30;50;36150;11954;1022,666667;4769,485714
"BRA";2002;11;35;45;2200;338;20;0
"BRA";2002;12;0;25;5910;0;1621,55;0
"BRA";2002;12;0;30;6350;0;339;0
"BRA";2002;12;0;35;12700;0;50,85;0
"BRA";2002;12;25;45;7100;0;0;0
"BRA";2002;12;30;25;7600;105,2;0;153,9
"BRA";2002;12;30;30;12850;787,1;15;160,4
"BRA";2002;12;30;45;1200;3700;15;40
"BRA";2002;12;30;50;3300;2384,3;0;0
"BRA";2003;4;0;25;18300;0;610;4980
"BRA";2003;4;5;25;1220;0;0;20
"BRA";2003;5;0;0;1220;0;0;25
"BRA";2003;5;0;25;26840;0;255;3985
"BRA";2003;5;0;30;3660;0;65;425
"BRA";2003;5;5;30;2440;0;15;85
"BRA";2003;6;0;30;5200;0;35;625
"BRA";2003;9;0;25;11200;915;452;100
"BRA";2003;9;0;30;2400;90;135;65
"BRA";2003;9;5;30;13440;1005;880;230
"BRA";2003;10;5;30;23520;140;2175;1610
"BRA";2003;11;0;25;2880;1500;940;822
"BRA";2003;11;5;25;20800;8100;6595;3995
"BRA";2003;11;10;25;6240;2780;620;1480
"BRA";2003;12;5;25;4160;1305;725;1420
"BRA";2003;12;5;30;2080;980;90;340
"BRA";2003;12;10;15;2200;0;0;0
"BRA";2003;12;10;20;5500;0;0;0
"BRA";2003;12;10;25;5200;1560;965;1275
"BRA";2003;1;30;45;3310;127;37;0
"BRA";2003;1;30;50;15480;349;182;336
"BRA";2003;1;35;40;3200;0;0;0
"BRA";2003;1;35;45;27850;383;186;0
"BRA";2003;1;35;50;3900;29;29;45
"BRA";2003;2;30;25;1100;0;0;2
"BRA";2003;2;30;30;9740;139;21;22
"BRA";2003;2;30;35;4350;0;0;8
"BRA";2003;2;30;40;6700;105;61;12
"BRA";2003;2;30;45;1000;36;0;3
"BRA";2003;2;35;30;1000;0;0;3
"BRA";2003;2;35;45;19200;203;148;0
"BRA";2003;3;25;45;5950;80;0;0
"BRA";2003;3;30;40;3000;80;34;0
"BRA";2003;3;30;45;13000;207;11;0
"BRA";2003;3;30;50;15400;119;114;113
"BRA";2003;4;25;45;15200;226;774;96
"BRA";2003;4;30;45;13800;110;883;201
"BRA";2003;4;30;50;10500;63;879;81
"BRA";2003;4;35;45;2300;609;0;4
"BRA";2003;4;35;50;1100;0;54;2
"BRA";2003;5;25;45;18900;1096;72;90
"BRA";2003;5;30;45;37250;2110;1743;258
"BRA";2003;5;30;50;37850;4806;6484;3251
"BRA";2003;6;25;45;23400;971;294;339
"BRA";2003;6;30;40;900;0;30;0
"BRA";2003;6;30;45;31000;3974;2745;1408
"BRA";2003;6;30;50;37400;6741;4622;4848
"BRA";2003;7;25;45;46420;2551;9190;4206
"BRA";2003;7;30;45;42040;240;3645;648
"BRA";2003;7;30;50;38930;1087;1952;1753
"BRA";2003;8;25;40;21300;0;401;686
"BRA";2003;8;25;45;16600;723;671;105
"BRA";2003;8;30;45;71100;19944;7535;1129
"BRA";2003;8;30;50;12500;853;1331;1272
"BRA";2003;9;25;40;13150;93;90;121
"BRA";2003;9;25;45;21200;287;1124;388
"BRA";2003;9;30;45;6450;209;474;311
"BRA";2003;9;30;50;46200;11668;3758;4796
"BRA";2003;10;25;35;5000;203;101;0
"BRA";2003;10;25;40;5000;118;0;68
"BRA";2003;10;25;45;3200;84;63;0
"BRA";2003;10;30;35;1000;0;0;0
"BRA";2003;10;30;40;4000;102;0;271
"BRA";2003;10;30;45;27370;606;319;60
"BRA";2003;10;30;50;9910;1255;248;689
"BRA";2003;10;35;45;1900;0;0;51
"BRA";2003;11;20;40;4900;0;0;0
"BRA";2003;11;25;30;3650;0;0;0
"BRA";2003;11;25;35;2000;0;0;0
"BRA";2003;11;25;40;1950;45;0;0
"BRA";2003;11;25;45;138960;197;309;198
"BRA";2003;11;30;30;5300;57;0;0
"BRA";2003;11;30;40;3150;0;0;7
"BRA";2003;11;30;45;33600;1130;297;110
"BRA";2003;11;30;50;27000;578;425;1469
"BRA";2003;11;35;45;13100;1158;422;0
"BRA";2003;12;25;30;1900;0;0;0
"BRA";2003;12;25;45;22380;0;0;0
"BRA";2003;12;30;25;10400;67;0;0
"BRA";2003;12;30;30;13450;168;0;72
"BRA";2003;12;30;35;900;0;0;0
"BRA";2003;12;30;45;12000;23;0;0
"BRA";2003;1;0;25;5600;0;0;0
"BRA";2003;1;0;30;1400;0;0;0
"BRA";2003;1;25;45;9700;0;0;0
"BRA";2003;1;30;45;1000;0;0;0
"BRA";2003;1;35;45;10000;160;50;0
"BRA";2003;2;0;30;11200;0;0;0
"BRA";2003;3;0;30;700;0;0;0
"BRA";2003;4;0;30;3500;0;0;0
"BRA";2003;5;0;30;15300;210;350;460
"BRA";2003;7;0;25;4850;0;36;220
"BRA";2003;7;0;30;15600;3420;80;3405
"BRA";2003;7;5;30;1300;70;20;90
"BRA";2003;8;0;30;3980;223;85;20
"BRA";2003;8;5;30;800;25;45;100
"BRA";2003;9;0;25;12000;1200;350;1640
"BRA";2003;9;5;30;10800;1740;60;600
"BRA";2003;10;0;25;28400;1050;470;1766
"BRA";2003;10;0;30;13200;750;0;500
"BRA";2003;10;10;30;6900;0;0;0
"BRA";2003;11;0;0;1200;47;0;333
"BRA";2003;11;0;20;1200;0;40;0
"BRA";2003;11;0;25;41200;2874;1118;4958
"BRA";2003;11;0;30;63100;8979;1161;16622
"BRA";2003;11;0;35;1250;130;20;300
"BRA";2003;11;5;20;16100;0;0;0
"BRA";2003;11;5;30;6000;641;542;592
"BRA";2003;11;10;20;4600;0;0;0
"BRA";2003;11;10;25;5750;0;0;0
"BRA";2003;11;10;30;2300;0;0;0
"BRA";2003;11;15;0;2400;0;0;0
"BRA";2003;11;15;20;8400;0;197;0
"BRA";2003;12;0;25;9800;0;0;0
"BRA";2003;12;0;30;44000;5029;1264;10984
"BRA";2003;12;15;25;12650;0;0;0
"BRA";2003;12;15;30;2300;0;0;0
"BRA";2003;12;20;25;19550;0;0;0
"BRA";2003;1;35;40;750;0;0;0
"BRA";2003;1;35;45;7500;100;40;0
"BRA";2003;4;30;50;5250;830;2430;265
"BRA";2003;4;35;50;750;70;455;50
"BRA";2003;5;30;45;750;140;90;110
"BRA";2003;5;30;50;6000;1360;1320;370
"BRA";2003;6;30;50;2250;810;300;240
"BRA";2003;6;35;45;750;440;200;90
"BRA";2003;6;35;50;1500;520;290;80
"BRA";2003;7;30;50;6000;225;0;1235
"BRA";2003;8;30;50;3000;420;520;460
"BRA";2003;8;35;50;1500;280;420;220
"BRA";2003;9;30;50;8102;5785;1190;970
"BRA";2003;10;30;50;7850;5975;485;260
"BRA";2003;10;60;50;686;550;80;0
"BRA";2003;11;30;50;7134;2870;395;920
"BRA";2003;11;35;50;1435;270;50;230
"BRA";2003;12;30;40;750;110;20;0
"BRA";2003;12;30;45;2120;330;35;0
"BRA";2003;12;30;50;1450;310;20;170
"BRA";2003;12;35;45;2150;310;65;0
"BRA";2003;11;25;35;3600;30;20;0
"BRA";2003;11;25;40;8400;95;20;0
"BRA";2003;11;25;45;1200;0;0;0
"BRA";2003;11;30;30;4400;20;20;0
"BRA";2003;11;30;35;4800;20;0;0
"BRA";2003;12;25;35;6600;0;0;0
"BRA";2003;12;25;40;3600;0;20;0
"BRA";2003;12;30;25;10100;0;40;0
"BRA";2003;12;30;30;17000;20;20;0
"BRA";2003;12;30;35;3500;0;0;0
"BRA-ESP";2003;1;0;25;3345;135;0;0
"BRA-ESP";2003;1;0;30;28565;122;180;0
"BRA-ESP";2003;1;15;25;9985;639;0;264
"BRA-ESP";2003;1;15;30;7554;0;0;0
"BRA-ESP";2003;1;20;20;20185;0;0;0
"BRA-ESP";2003;1;20;25;40656;4639;1840;5015
"BRA-ESP";2003;1;20;30;4150;1235;610;985
"BRA-ESP";2003;1;20;45;1050;275;75;260
"BRA-ESP";2003;2;0;30;9206;0;235;0
"BRA-ESP";2003;2;10;25;1000;193;0;84
"BRA-ESP";2003;2;10;30;4857;0;0;0
"BRA-ESP";2003;2;15;25;20000;3066;0;2732
"BRA-ESP";2003;2;15;30;8140;0;0;0
"BRA-ESP";2003;2;20;20;4000;917;0;1056
"BRA-ESP";2003;2;20;25;21000;576;0;1470
"BRA-ESP";2003;2;25;20;1000;490;0;222
"BRA-ESP";2003;3;0;25;9000;578;0;970
"BRA-ESP";2003;3;0;30;5000;0;0;0
"BRA-ESP";2003;3;0;35;1990;0;0;0
"BRA-ESP";2003;3;5;30;3000;0;0;0
"BRA-ESP";2003;3;10;25;6000;553;0;421
"BRA-ESP";2003;3;10;30;4000;0;0;0
"BRA-ESP";2003;4;0;20;1900;512;0;1050
"BRA-ESP";2003;4;0;25;14250;5797;0;5504
"BRA-ESP";2003;4;10;30;1880;0;0;0
"BRA-ESP";2003;5;0;25;29770;6779;0;4505
"BRA-ESP";2003;5;0;30;8800;190;0;27
"BRA-ESP";2003;5;10;30;2824;0;0;0
"BRA-ESP";2003;5;15;30;2940;0;0;0
"BRA-ESP";2003;6;15;5;1000;0;0;0
"BRA-ESP";2003;6;15;25;28940;504;0;64
"BRA-ESP";2003;7;0;25;1800;172;0;382
"BRA-ESP";2003;7;0;35;5360;0;0;0
"BRA-ESP";2003;7;15;25;14000;760;0;245
"BRA-ESP";2003;7;15;30;1000;0;0;0
"BRA-ESP";2003;8;0;25;29763;9208;0;2430
"BRA-ESP";2003;8;0;30;23751;11283;0;871
"BRA-ESP";2003;8;0;35;1120;0;0;0
"BRA-ESP";2003;8;5;25;21840;577;0;954
"BRA-ESP";2003;8;5;30;2000;0;0;0
"BRA-ESP";2003;8;10;30;6000;0;0;0
"BRA-ESP";2003;9;0;25;24920;7535;0;6624
"BRA-ESP";2003;9;0;30;9320;10400;0;0
"BRA-ESP";2003;9;5;25;11175;0;0;0
"BRA-ESP";2003;9;5;30;16000;200;0;0
"BRA-ESP";2003;9;10;25;5770;3166;0;125
"BRA-ESP";2003;9;10;30;43310;4236;0;1176
"BRA-ESP";2003;10;0;0;2052;210;20;165
"BRA-ESP";2003;10;0;20;6400;553;0;1070
"BRA-ESP";2003;10;0;25;16406;2510;220;1406
"BRA-ESP";2003;10;0;30;7714;630;220;980
"BRA-ESP";2003;10;5;15;6060;0;0;0
"BRA-ESP";2003;10;5;20;10040;0;0;0
"BRA-ESP";2003;10;5;25;15230;1629;0;1634
"BRA-ESP";2003;10;10;20;5940;0;0;0
"BRA-ESP";2003;10;10;25;13045;1320;0;446
"BRA-ESP";2003;10;10;30;12650;3952;0;3315
"BRA-ESP";2003;10;25;20;1193;0;0;0
"BRA-ESP";2003;10;25;25;20280;0;0;0
"BRA-ESP";2003;11;0;20;900;117;0;34
"BRA-ESP";2003;11;0;25;24472;1760;700;2350
"BRA-ESP";2003;11;0;30;3306;895;480;800
"BRA-ESP";2003;11;5;15;17170;0;0;0
"BRA-ESP";2003;11;5;20;23380;2789;0;6129
"BRA-ESP";2003;11;5;25;7346;445;180;810
"BRA-ESP";2003;11;5;30;3306;240;320;540
"BRA-ESP";2003;11;10;25;7158;0;0;0
"BRA-ESP";2003;11;15;30;2386;0;0;0
"BRA-ESP";2003;11;20;25;5965;0;0;0
"BRA-ESP";2003;11;25;20;11930;0;0;0
"BRA-ESP";2003;11;25;25;2386;0;0;0
"BRA-ESP";2003;12;0;30;16058;4915;840;4265
"BRA-ESP";2003;12;0;35;1073;700;80;345
"BRA-ESP";2003;12;5;30;1070;120;60;330
"BRA-ESP";2003;12;15;25;20609;1100;1000;0
"BRA-ESP";2003;12;15;30;2386;0;0;0
"BRA-ESP";2003;12;20;20;26510;11319;10292;2571
"BRA-ESP";2003;12;20;25;18949;3760;4280;2730
"BRA-ESP";2003;12;20;40;1100;1500;800;0
"BRA-ESP";2003;11;0;25;7000;288;0;768
"BRA-ESP";2003;11;0;30;5000;288;0;736
"BRA";2004;2;0;25;2300;130;45;0
"BRA";2004;2;0;30;1100;0;50;0
"BRA";2004;3;0;30;1200;0;100;0
"BRA";2004;1;25;40;1000;9;0;0
"BRA";2004;1;25;45;4600;0;0;0
"BRA";2004;1;30;25;2200;0;0;0
"BRA";2004;1;30;30;17950;28;0;0
"BRA";2004;1;30;35;11800;47;0;0
"BRA";2004;1;30;45;3450;32;0;0
"BRA";2004;2;25;30;2000;0;26;0
"BRA";2004;2;25;35;14900;0;101;0
"BRA";2004;2;25;45;4600;0;32;26
"BRA";2004;2;30;30;8600;142;0;0
"BRA";2004;2;30;35;16300;0;32;0
"BRA";2004;3;20;20;800;0;0;0
"BRA";2004;3;20;25;2420;0;0;39
"BRA";2004;3;25;30;1600;52;0;0
"BRA";2004;3;25;35;1600;0;0;52
"BRA";2004;3;25;45;5000;0;155;0
"BRA";2004;3;30;45;7000;99;207;0
"BRA";2004;4;20;20;1100;0;0;0
"BRA";2004;4;20;25;32590;230;39;0
"BRA";2004;4;25;40;1000;0;0;6
"BRA";2004;4;30;40;19000;110;806;186
"BRA";2004;4;30;45;17090;126;520;18419
"BRA";2004;5;20;30;1100;741;2600;0
"BRA";2004;5;25;45;2760;0;50;8
"BRA";2004;5;30;35;1500;0;0;0
"BRA";2004;5;30;45;20200;260;1299;318
"BRA";2004;5;30;50;2080;52;63;8
"BRA";2004;6;25;40;2000;105;0;38
"BRA";2004;6;25;45;20430;1145;867;309
"BRA";2004;6;30;45;30700;2704;2465;472
"BRA";2004;6;30;50;8600;8290;978;187
"BRA";2004;7;25;45;21640;120;466;183
"BRA";2004;7;30;45;30450;216;703;220
"BRA";2004;7;30;50;9850;5592;1495;479
"BRA";2004;8;25;45;15000;156;120;105
"BRA";2004;8;30;45;2700;55;0;0
"BRA";2004;8;30;50;6300;12857;3464;978
"BRA";2004;9;25;40;7500;167;65;46
"BRA";2004;9;25;45;40200;788;679;413
"BRA";2004;9;30;40;1000;52;0;0
"BRA";2004;9;30;45;43000;1264;501;630
"BRA";2004;9;30;50;1900;2189;31;93
"BRA";2004;10;25;40;2800;13;0;16
"BRA";2004;10;25;45;3800;17;122;22
"BRA";2004;10;30;40;3600;17;0;22
"BRA";2004;10;30;45;29750;384;445;22
"BRA";2004;11;20;40;1000;0;0;0
"BRA";2004;11;25;35;2000;0;0;0
"BRA";2004;11;25;45;2350;0;0;0
"BRA";2004;11;30;25;4000;0;0;88
"BRA";2004;11;30;30;8000;181;0;0
"BRA";2004;11;30;45;23300;1803;186;65
"BRA";2004;11;30;50;1000;9672;0;0
"BRA";2004;12;30;25;2400;3;0;8
"BRA";2004;12;30;30;21870;13;36;32
"BRA";2004;12;30;35;8160;65;0;16
"BRA";2004;12;30;45;9000;270;26;33
"BRA";2004;12;35;30;1120;0;0;0
"BRA";2004;1;0;25;9600;0;0;0
"BRA";2004;1;0;30;86540;9259;1183;14373
"BRA";2004;1;0;35;11200;178;35;645
"BRA";2004;1;0;50;1200;0;0;0
"BRA";2004;2;0;30;27000;4712;2571;4925
"BRA";2004;2;0;35;2400;280;40;680
"BRA";2004;3;0;30;2400;160;0;420
"BRA";2004;3;0;35;47900;6469;136;8542
"BRA";2004;4;0;30;7300;1398;684;1080
"BRA";2004;4;0;35;22800;4644;172;4202
"BRA";2004;5;0;25;13900;1360;80;140
"BRA";2004;5;0;30;53000;6498;478;2184
"BRA";2004;5;0;35;8400;720;114;175
"BRA";2004;5;5;30;2600;45;0;70
"BRA";2004;6;0;20;2000;0;0;0
"BRA";2004;6;0;30;56610;10402;726;3677
"BRA";2004;6;0;35;4660;467;36;269
"BRA";2004;7;0;25;6400;210;28;400
"BRA";2004;7;0;30;78112;7412;1147;3766
"BRA";2004;7;0;35;17595;450;40;185
"BRA";2004;7;5;25;1200;0;15;20
"BRA";2004;8;0;25;13497;1434;286;7005
"BRA";2004;8;0;30;40357;5312;815;6085
"BRA";2004;8;0;35;6000;70;0;0
"BRA";2004;9;0;25;52356;5504;1578;19770
"BRA";2004;9;0;30;103538;8830;1506;18546
"BRA";2004;9;0;35;1330;0;25;40
"BRA";2004;9;5;30;2286;25;0;131
"BRA";2004;10;0;25;109195;12164;3907;31936
"BRA";2004;10;0;30;69576;4791;946;10481
"BRA";2004;10;0;35;2550;300;20;400
"BRA";2004;10;5;30;7060;200;0;430
"BRA";2004;11;0;25;3600;365;120;0
"BRA";2004;11;0;30;40755;1366;745;6146
"BRA";2004;11;0;35;166310;28177;5120;20493
"BRA";2004;11;5;25;1206;474;0;150
"BRA";2004;11;10;30;8393;1488;0;2109
"BRA";2004;11;10;35;16265;639;0;2805
"BRA";2004;12;0;25;11200;595;195;3300
"BRA";2004;12;0;30;149499;22637;2407;19291
"BRA";2004;12;0;35;69801;4187;637;12028
"BRA";2004;12;5;25;2354;354;0;158
"BRA";2004;12;5;30;11643;568;225;345
"BRA";2004;7;30;45;7260;710;245;125
"BRA";2004;7;30;50;3640;585;360;0
"BRA";2004;1;25;30;7200;40;0;0
"BRA";2004;1;25;35;3400;0;0;0
"BRA";2004;1;30;25;4400;0;0;0
"BRA";2004;1;30;30;4400;0;0;0
"BRA";2004;1;30;35;4600;0;0;0
"BRA";2004;2;25;35;5500;0;38;0
"BRA";2004;2;25;40;1100;0;0;0
"BRA";2004;2;30;30;19800;60;20;0
"BRA";2004;2;30;35;4800;0;0;0
"BRA";2004;3;25;30;4670;0;0;0
"BRA";2004;3;25;35;6600;70;0;0
"BRA";2004;3;25;40;3400;0;40;0
"BRA";2004;3;25;45;1200;0;0;0
"BRA";2004;4;20;30;1100;0;0;0
"BRA";2004;4;20;35;4400;0;18;0
"BRA";2004;4;25;30;1050;0;0;0
"BRA";2004;4;25;35;4600;0;20;0
"BRA";2004;4;25;40;6900;0;100;0
"BRA";2004;4;25;45;8050;0;60;0
"BRA";2004;4;30;30;3200;0;0;0
"BRA";2004;4;30;35;9300;0;0;0
"BRA";2004;4;30;45;2100;0;0;0
"BRA";2004;5;25;40;8850;20;258;190
"BRA";2004;5;25;45;32000;700;260;110
"BRA";2004;5;30;25;1050;0;15;0
"BRA";2004;5;30;35;1050;20;40;0
"BRA";2004;5;30;40;8400;10;520;0
"BRA";2004;6;25;35;1050;20;40;0
"BRA";2004;6;25;40;14900;0;623;110
"BRA";2004;6;25;45;31300;120;1060;80
"BRA";2004;7;25;40;6450;60;365;0
"BRA";2004;7;25;45;39300;105;995;30
"BRA";2004;8;20;40;1100;0;0;0
"BRA";2004;8;25;40;6600;0;18;0
"BRA";2004;8;25;45;44200;85;400;30
"BRA";2004;9;25;35;3150;0;45;100
"BRA";2004;9;25;40;18200;168;90;130
"BRA";2004;9;25;45;26300;65;79;0
"BRA";2004;10;25;40;11600;55;0;0
"BRA";2004;10;25;45;18900;180;15;0
"BRA";2004;10;30;35;11550;205;0;0
"BRA";2004;11;25;30;3300;40;0;0
"BRA";2004;11;25;35;5500;0;0;0
"BRA";2004;11;25;40;4350;130;40;0
"BRA";2004;11;30;30;2200;0;0;0
"BRA";2004;11;30;35;15950;290;15;0
"BRA";2004;12;25;30;2100;30;0;0
"BRA";2004;12;25;35;11200;35;15;0
"BRA";2004;12;25;40;4850;45;20;0
"BRA";2004;12;30;30;15900;0;0;0
"BRA";2004;12;30;35;7800;0;0;0
"BRA-ESP";2004;1;0;30;935;200;0;300
"BRA-ESP";2004;1;15;35;900;190;0;620
"BRA-ESP";2004;2;15;25;30100;3995;320;12530
"BRA-ESP";2004;2;15;30;1800;535;0;850
"BRA-ESP";2004;2;20;25;5400;1945;0;3520
"BRA-ESP";2004;2;25;25;1800;200;0;860
"BRA-ESP";2004;3;0;25;5134;1400;0;1100
"BRA-ESP";2004;3;0;30;20716;5376;0;2743
"BRA-ESP";2004;3;0;35;18065;4411;0;363
"BRA-ESP";2004;4;0;30;2000;980;30;160
"BRA-ESP";2004;4;0;35;1000;420;0;0
"BRA-ESP";2004;5;0;35;32600;8125;140;0
"BRA-ESP";2004;5;0;40;20680;3615;110;0
"BRA-ESP";2004;2;0;30;18360;3780;100;3650
"BRA-ESP";2004;4;0;30;864;50;380;305
"BRA-ESP";2004;7;0;25;2000;0;100;0
"BRA-ESP";2004;7;0;30;3200;0;0;280
"BRA-ESP";2004;8;0;25;23434;1370;170;9505
"BRA-ESP";2004;8;0;30;26559;639;135;8705
"BRA-ESP";2004;9;0;25;21569;565;130;5750
"BRA-ESP";2004;9;0;30;21509;900;230;6785
"BRA-ESP";2004;9;5;20;1992;165;125;20
"BRA-ESP";2004;9;5;25;15965;308;3203;105
"BRA-ESP";2004;10;0;25;5410;85;60;1045
"BRA-ESP";2004;10;0;30;32486;1990;1060;9570
"BRA-ESP";2004;10;5;25;30574;1174;1629;4789
"BRA-ESP";2004;10;5;30;4035;230;157;491
"BRA-ESP";2004;10;10;30;20540;426;7156;5658
"BRA-ESP";2004;11;0;30;10734;760;250;1630
"BRA-ESP";2004;11;0;35;39915;685;590;10597
"BRA-ESP";2004;11;5;25;2850;40;1335;540
"BRA-ESP";2004;11;5;30;12870;610;1369;4090
"BRA-ESP";2004;11;10;25;2140;61;330;134
"BRA-ESP";2004;11;10;30;32445;3053;8251;13262
"BRA-ESP";2004;11;10;35;5170;364;427;42
"BRA-ESP";2004;12;0;30;3290;130;130;217
"BRA-ESP";2004;12;0;35;43416;2500;150;18390
"BRA-ESP";2004;12;5;30;3210;138;320;422
"BRA-ESP";2004;12;10;30;3210;238;750;406
"BRA-ESP";2004;12;20;25;13200;0;0;0
"BRA-ESP";1998;1;10;30;1000;200;200;0
"BRA-ESP";1998;1;15;25;11430;200;900;0
"BRA-ESP";1998;1;20;25;19380;400;0;400
"BRA-ESP";1998;1;25;25;1020;0;0;0
"BRA-ESP";1998;2;0;35;1000;200;0;0
"BRA-ESP";1998;2;15;25;18900;1300;2200;200
"BRA-ESP";1998;2;20;20;15800;2000;1800;0
"BRA-ESP";1998;2;20;25;2040;0;0;0
"BRA-ESP";1998;2;20;30;1100;100;200;0
"BRA-ESP";1998;3;0;30;8300;14200;100;0
"BRA-ESP";1998;3;0;35;10200;12300;100;0
"BRA-ESP";1998;3;15;25;1000;200;200;0
"BRA-ESP";1998;3;15;30;1100;600;200;0
"BRA-ESP";1998;3;15;35;1100;100;100;0
"BRA-ESP";1998;3;20;25;6000;200;100;0
"BRA-ESP";1998;3;20;30;4400;700;500;0
"BRA-ESP";1998;4;0;30;16900;26800;2800;11400
