"FROTA";"ANO";"MES";"LAT";"LON";"EFF";"LAGE";"BRANCA";"BANDOLIM"
"BRA-ESP";1998;4;0;35;1900;4700;700;4000
"BRA-ESP";1998;5;0;25;10700;11500;800;0
"BRA-ESP";1998;5;0;30;4350;2100;0;0
"BRA-ESP";1998;5;0;35;1950;0;0;0
"BRA-ESP";1998;5;15;25;6000;0;0;0
"BRA-ESP";1998;5;20;25;2000;0;0;0
"BRA-ESP";1998;6;10;30;41700;300;0;7500
"BRA-ESP";1998;6;15;25;30500;1800;700;200
"BRA-ESP";1998;6;15;30;34700;1000;600;0
"BRA-ESP";1998;7;10;25;3800;300;0;0
"BRA-ESP";1998;7;10;30;1900;0;0;0
"BRA-ESP";1998;7;15;25;36200;1900;900;700
"BRA-ESP";1998;7;15;30;117600;2400;400;0
"BRA-ESP";1998;7;20;30;28900;2900;1900;0
"BRA-ESP";1998;7;20;35;1900;0;0;0
"BRA-ESP";1998;7;25;35;5700;0;100;0
"BRA-ESP";1998;8;0;30;1100;0;0;200
"BRA-ESP";1998;8;5;30;6100;500;100;600
"BRA-ESP";1998;8;10;30;4500;100;200;400
"BRA-ESP";1998;8;15;30;12400;100;100;0
"BRA-ESP";1998;8;15;35;1100;0;0;0
"BRA-ESP";1998;8;25;35;22800;0;600;0
"BRA-ESP";1998;8;25;40;37960;0;500;0
"BRA-ESP";1998;9;25;40;79045;0;700;0
"BRA-ESP";1998;10;0;0;950;100;200;0
"BRA-ESP";1998;10;5;30;1100;0;0;0
"BRA-ESP";1998;10;15;35;900;0;0;0
"BRA-ESP";1998;10;20;25;1950;400;800;0
"BRA-ESP";1998;10;20;30;1000;0;0;0
"BRA-ESP";1998;10;20;35;2300;400;100;100
"BRA-ESP";1998;10;20;45;1000;400;100;0
"BRA-ESP";1998;10;25;30;6820;1800;300;0
"BRA-ESP";1998;10;25;35;3820;1900;600;0
"BRA-ESP";1998;10;25;40;22250;1900;400;0
"BRA-ESP";1998;10;25;45;1000;200;0;0
"BRA-ESP";1998;10;30;35;1920;200;200;0
"BRA-ESP";1998;11;0;0;4500;2800;0;0
"BRA-ESP";1998;11;0;25;2000;3200;0;0
"BRA-ESP";1998;11;0;30;11300;2600;0;1900
"BRA-ESP";1998;11;0;35;5100;2200;0;0
"BRA-ESP";1998;11;5;30;4400;200;100;900
"BRA-ESP";1998;11;10;15;2850;100;400;200
"BRA-ESP";1998;11;15;10;2700;200;400;100
"BRA-ESP";1998;11;15;15;1800;200;100;100
"BRA-ESP";1998;11;15;25;3600;300;200;0
"BRA-ESP";1998;11;20;20;900;200;100;0
"BRA-ESP";1998;11;20;25;6500;400;500;100
"BRA-ESP";1998;11;20;30;900;200;300;0
"BRA-ESP";1998;11;25;25;1000;0;0;0
"BRA-ESP";1998;11;25;30;7000;0;0;0
"BRA-ESP";1998;11;25;40;8000;0;0;0
"BRA-ESP";1998;12;0;0;9000;0;0;0
"BRA-ESP";1998;12;0;30;800;1000;0;0
"BRA-ESP";1998;12;0;35;22300;9000;0;0
"BRA-ESP";1998;12;10;25;2200;200;1200;400
"BRA-ESP";1998;12;15;25;24200;2000;4400;900
"BRA-ESP";1998;12;20;20;14300;800;2000;0
"BRA-ESP";1998;12;20;25;8000;300;1900;0
"BRA-ESP";1998;12;20;30;1800;200;500;0
"BRA-ESP";1999;1;15;25;35900;3847,65;31010;904
"BRA-ESP";1999;1;20;15;13300;0;90;0
"BRA-ESP";1999;1;20;20;43700;0;425;0
"BRA-ESP";1999;1;20;25;46250;3271,35;8305;0
"BRA-ESP";1999;2;0;30;11800;12870,7;40;16786,15
"BRA-ESP";1999;2;0;35;3500;3423,9;550;2825
"BRA-ESP";1999;2;15;25;34500;2005,75;4195;2000,1
"BRA-ESP";1999;2;20;20;19000;0;100;0
"BRA-ESP";1999;2;20;25;28700;2017,05;5055;0
"BRA-ESP";1999;3;0;25;13300;0;1845;0
"BRA-ESP";1999;3;0;30;10800;0;45;203,4
"BRA-ESP";1999;3;0;35;18700;7977,8;100;12565,6
"BRA-ESP";1999;3;15;25;1200;316,4;570;0
"BRA-ESP";1999;3;15;30;3430;0;35;0
"BRA-ESP";1999;3;20;25;9500;0;0;0
"BRA-ESP";1999;3;20;30;1900;0;0;0
"BRA-ESP";1999;4;0;30;13400;1949,25;40;3565,15
"BRA-ESP";1999;4;0;35;19100;0;25;0
"BRA-ESP";1999;5;0;20;5500;627,15;20;56,5
"BRA-ESP";1999;5;0;30;11000;6113,3;0;5819,5
"BRA-ESP";1999;5;5;20;3300;203,4;120;180,8
"BRA-ESP";1999;5;10;25;8640;3079,25;55;0
"BRA-ESP";1999;5;10;30;14040;10881,9;180;0
"BRA-ESP";1999;6;0;20;8800;45,2;30;56,5
"BRA-ESP";1999;6;0;35;3800;0;0;0
"BRA-ESP";1999;6;5;20;13200;627,15;316;508,5
"BRA-ESP";1999;6;10;30;600;0;0;45,2
"BRA-ESP";1999;6;15;25;30000;700,6;345;1943,6
"BRA-ESP";1999;6;15;30;1100;0;0;101,7
"BRA-ESP";1999;6;25;25;3240;307,36;225;0
"BRA-ESP";1999;6;25;30;28080;1517,59;1385;0
"BRA-ESP";1999;7;10;25;6000;322,05;270;0
"BRA-ESP";1999;7;10;30;2400;926,6;315;0
"BRA-ESP";1999;7;15;25;32900;576,3;385;1116,44
"BRA-ESP";1999;7;15;30;41520;926,6;1060;1214,75
"BRA-ESP";1999;7;20;30;2280;214,7;60;0
"BRA-ESP";1999;7;25;30;1080;241,82;60;0
"BRA-ESP";1999;8;5;30;7000;2197,85;1890;5650
"BRA-ESP";1999;8;10;30;24900;9175,6;2394;1084,8
"BRA-ESP";1999;8;15;30;10100;372,9;220;322,05
"BRA-ESP";1999;8;15;35;1300;135,6;72;0
"BRA-ESP";1999;8;20;35;6610;553,7;350;0
"BRA-ESP";1999;8;25;35;2400;33,9;45;0
"BRA-ESP";1999;8;25;40;24600;2875,85;920;1740,2
"BRA-ESP";1999;8;25;45;4800;299,45;135;0
"BRA-ESP";1999;9;0;30;5400;0;645;0
"BRA-ESP";1999;9;0;35;3520;0;70;0
"BRA-ESP";1999;9;5;30;4144;1017;160;0
"BRA-ESP";1999;9;15;30;3300;485,9;0;0
"BRA-ESP";1999;9;20;35;2460;0;50;0
"BRA-ESP";1999;9;20;40;6500;587,6;180;0
"BRA-ESP";1999;9;25;35;20900;4909,85;0;0
"BRA-ESP";1999;9;25;40;58500;13729,5;2770;45,2
"BRA-ESP";1999;9;25;45;900;0;220;0
"BRA-ESP";1999;9;30;45;11000;1587,65;1585;2220,45
"BRA-ESP";1999;9;30;50;4000;350,3;240;785,35
"BRA-ESP";1999;10;0;25;3300;2011,4;0;0
"BRA-ESP";1999;10;0;30;4100;3344,8;0;0
"BRA-ESP";1999;10;0;35;2010;1751,5;0;0
"BRA-ESP";1999;10;5;30;13950;11616,4;0;0
"BRA-ESP";1999;10;10;25;1100;678;0;0
"BRA-ESP";1999;10;10;30;840;0;117;0
"BRA-ESP";1999;10;15;30;9310;2830,65;20;0
"BRA-ESP";1999;10;15;35;17380;1389,9;0;0
"BRA-ESP";1999;10;20;30;5500;192,1;0;0
"BRA-ESP";1999;10;20;35;4760;0;65;0
"BRA-ESP";1999;10;20;40;3910;644,1;115;0
"BRA-ESP";1999;10;25;35;1840;28,25;25;0
"BRA-ESP";1999;10;25;40;45180;6669,26;2485;1401,2
"BRA-ESP";1999;10;25;45;7550;870,1;160;67,8
"BRA-ESP";1999;10;30;45;11800;1299,5;375;802,3
"BRA-ESP";1999;11;0;25;1120;1130;0;0
"BRA-ESP";1999;11;0;30;4520;6480,55;0;0
"BRA-ESP";1999;11;0;35;6000;8743,94;0;0
"BRA-ESP";1999;11;5;25;3300;1808;0;0
"BRA-ESP";1999;11;5;30;25703;18813,37;2270;5311
"BRA-ESP";1999;11;10;25;1100;565;0;0
"BRA-ESP";1999;11;10;30;23728;20234,91;1415;1237,35
"BRA-ESP";1999;11;10;35;45660;17857,39;6384;1604,6
"BRA-ESP";1999;11;15;25;1100;1062,2;0;0
"BRA-ESP";1999;11;15;30;1100;700,6;0;0
"BRA-ESP";1999;11;15;35;34200;18885,69;0;0
"BRA-ESP";1999;11;20;25;2000;892,7;50;0
"BRA-ESP";1999;11;25;35;1000;175,15;0;0
"BRA-ESP";1999;11;25;40;5000;644,1;70;45,2
"BRA-ESP";1999;12;5;30;4230;1695;450;1356
"BRA-ESP";1999;12;10;30;37554;17565,85;2238;0
"BRA-ESP";1999;12;10;35;4400;0;0;0
"BRA-ESP";1999;12;15;25;23100;29634,25;0;0
"BRA-ESP";1999;12;15;30;8200;0;680;0
"BRA-ESP";1999;12;20;15;1100;0;0;0
"BRA-ESP";1999;12;20;25;49600;13383,72;7180;0
"BRA-ESP";1999;12;25;20;6970;6803,73;0;0
"BRA-ESP";2000;1;20;15;35100;870,1;49921,14;0
"BRA-ESP";2000;1;20;20;87267;4197,95;61995,19;0
"BRA-ESP";2000;1;20;25;27057;0;10040,05;0
"BRA-ESP";2000;1;20;30;14360;2853,25;3356,1;0
"BRA-ESP";2000;1;25;10;6600;0;4412,65;0
"BRA-ESP";2000;1;25;15;60776;0;53816,25;0
"BRA-ESP";2000;1;25;20;11500;0;3418,25;0
"BRA-ESP";2000;2;0;30;2400;971,8;0;0
"BRA-ESP";2000;2;5;30;3600;113;0;0
"BRA-ESP";2000;2;15;20;28330;0;17169,22;0
"BRA-ESP";2000;2;15;25;53922;158,2;25853,27;0
"BRA-ESP";2000;2;20;15;39220;0;47375,25;0
"BRA-ESP";2000;2;20;20;89625;1310,8;55719,17;0
"BRA-ESP";2000;2;20;25;112693;1836,25;52064,75;0
"BRA-ESP";2000;2;20;35;1000;0;440,7;0
"BRA-ESP";2000;2;30;30;8000;0;3277;0
"BRA-ESP";2000;3;0;20;17700;22492,65;0;0
"BRA-ESP";2000;3;0;30;16170;25814,85;904;0
"BRA-ESP";2000;3;5;20;9900;8052,38;0;0
"BRA-ESP";2000;3;5;30;1000;0;113;0
"BRA-ESP";2000;3;10;25,3;1055;0;67,8;0
"BRA-ESP";2000;3;10;30;16376;163,85;2745,9;0
"BRA-ESP";2000;3;15;25;29370;384,2;9151,87;0
"BRA-ESP";2000;3;15;30;17595;107,35;6503,15;0
"BRA-ESP";2000;3;20;15;990;0;1864,5;0
"BRA-ESP";2000;3;20;25;12935;0;3932,4;0
"BRA-ESP";2000;3;25;30;6000;0;1469;0
"BRA-ESP";2000;3;30;30;6000;0;2486;0
"BRA-ESP";2000;4;0;20;12500;13754,36;0;0
"BRA-ESP";2000;4;0;25;16510;29182,25;0;0
"BRA-ESP";2000;4;0;30;9835;7610,55;339;0
"BRA-ESP";2000;4;15;25;15400;0;9232,1;0
"BRA-ESP";2000;5;0;25;5060;2910,88;0;0
"BRA-ESP";2000;5;0;30;1960;1939,08;0;0
"BRA-ESP";2000;5;10;20;1200;0;45,2;0
"BRA-ESP";2000;5;10;30;7467;0;3491,7;0
"BRA-ESP";2000;5;15;25;97029;0;56048;0
"BRA-ESP";2000;5;15;30;101163;1480,3;46578,6;0
"BRA-ESP";2000;6;0;30;3240;0;0;1898,4
"BRA-ESP";2000;6;5;30;3240;0;0;1751,5
"BRA-ESP";2000;6;10;25;1200;0;254,25;0
"BRA-ESP";2000;6;10;30;83116;1954,9;34811,91;1655,45
"BRA-ESP";2000;6;15;25;161887;5220,6;41875,54;5763
"BRA-ESP";2000;6;15;30;113106;2384,3;30769,9;4644,3
"BRA-ESP";2000;6;15;35;1100;0;0;226
"BRA-ESP";2000;6;20;25;6200;293,8;706,25;62,15
"BRA-ESP";2000;6;20;30;2200;0;0;791
"BRA-ESP";2000;6;20;35,4;1100;0;0;226
"BRA-ESP";2000;7;5;30;8260;910,78;1096,1;548,05
"BRA-ESP";2000;7;10;25;1100;90,4;0;0
"BRA-ESP";2000;7;10;30;34350;1078,02;19523,01;418,1
"BRA-ESP";2000;7;10;35;30055;3412,6;5016,07;192,1
"BRA-ESP";2000;7;10;40;1100;0;45,2;452
"BRA-ESP";2000;7;15;25;46180;1513,07;9481,83;282,5
"BRA-ESP";2000;7;15;30;128920;4298,52;44378,49;5034,15
"BRA-ESP";2000;7;15;35;53677;2021,57;9583,53;186,45
"BRA-ESP";2000;7;20;25;5400;226;0;0
"BRA-ESP";2000;7;20;30;3080;0;1351,48;0
"BRA-ESP";2000;7;20;35,4;2300;0;50,85;452
"BRA-ESP";2000;7;20;40;1200;0;90,4;0
"BRA-ESP";2000;7;25;30,3;1100;0;0;655,4
"BRA-ESP";2000;7;25;35;16900;0;1237,35;8045,6
"BRA-ESP";2000;7;25;40;40900;0;20944,55;1808
"BRA-ESP";2000;7;25;45;2300;0;180,8;565
"BRA-ESP";2000;8;0;30;11496;1700,65;1841,9;519,8
"BRA-ESP";2000;8;0;35;14581;5297,44;706,25;0
"BRA-ESP";2000;8;5;30;7548;372,9;3051;0
"BRA-ESP";2000;8;10;30;31148;6190,14;3751,6;0
"BRA-ESP";2000;8;10;35;72479;21488,08;26491,72;214,7
"BRA-ESP";2000;8;15;20;2280;0;641,84;0
"BRA-ESP";2000;8;15;25;810;0;632,8;0
"BRA-ESP";2000;8;15;30;1980;0;1615,9;0
"BRA-ESP";2000;8;15;35;14260;0;1423,8;0
"BRA-ESP";2000;8;20;25;1200;0;113;0
"BRA-ESP";2000;8;20;35,4;11000;0;11735,05;0
"BRA-ESP";2000;8;25;30;1200;0;67,8;0
"BRA-ESP";2000;8;25;35;28590;0;17413,3;67,8
"BRA-ESP";2000;8;25;40;34400;0;5311;11083,04
"BRA-ESP";2000;8;25;45;18100;0;7294,15;711,9
"BRA-ESP";2000;8;30;40;1100;0;316,4;452
"BRA-ESP";2000;8;30;45,2;5400;0;2045,3;1469
"BRA-ESP";2000;8;35;50;1800;0;1017;0
"BRA-ESP";2000;9;0;25;1080;0;881,4;0
"BRA-ESP";2000;9;0;30;12270;4165,18;0;525,45
"BRA-ESP";2000;9;5;30;9810;2666,8;1740,2;0
"BRA-ESP";2000;9;10;30;7100;0;3779,85;0
"BRA-ESP";2000;9;10;35;30050;0;15102,45;508,5
"BRA-ESP";2000;9;15;35;5800;0;762,75;146,9
"BRA-ESP";2000;9;25;40;20900;0;209,05;15424,5
"BRA-ESP";2000;9;25;45;16100;0;17006,5;1130
"BRA-ESP";2000;9;30;45,2;11900;0;8842,25;0
"BRA-ESP";2000;10;0;30;3600;813,6;0;0
"BRA-ESP";2000;10;10;30;1000;0;226;0
"BRA-ESP";2000;10;10;35;28100;8994,8;96,05;3333,5
"BRA-ESP";2000;10;15;30;2160;0;1130;0
"BRA-ESP";2000;10;20;20;1080;0;678;0
"BRA-ESP";2000;10;20;30;1080;0;779,7;0
"BRA-ESP";2000;10;20;35;1080;0;932,25;0
"BRA-ESP";2000;10;25;25;21603;0;12017,55;0
"BRA-ESP";2000;10;25;30;8610;0;8331,49;0
"BRA-ESP";2000;10;25;35;15490;0;18508,27;0
"BRA-ESP";2000;10;25;40;2830;0;1985,41;0
"BRA-ESP";2000;10;25;45;2000;0;113;0
"BRA-ESP";2000;11;0;30;2090;1186,5;16,95;915,3
"BRA-ESP";2000;11;5;25;23900;1690,48;7052,33;4649,95
"BRA-ESP";2000;11;5;30;31160;11141,8;16113,8;10785,85
"BRA-ESP";2000;11;5;30;5025;4677,07;203,4;0
"BRA-ESP";2000;11;10;10;1080;0;824,9;0
"BRA-ESP";2000;11;10;20;950;0;937,9;0
"BRA-ESP";2000;11;10;25;8460;192,1;8559,75;0
"BRA-ESP";2000;11;10;30;9882;0;3729;0
"BRA-ESP";2000;11;10;35;10000;6429,7;0;0
"BRA-ESP";2000;11;15;15;2160;0;1604,6;0
"BRA-ESP";2000;11;15;30;800;0;565;0
"BRA-ESP";2000;11;20;20;1080;0;678;0
"BRA-ESP";2000;11;20;30;1750;0;984,23;0
"BRA-ESP";2000;11;25;30;8830;0;11304,52;0
"BRA-ESP";2000;11;25;35;5410;0;4235,24;0
"BRA-ESP";2000;11;25;40;17660;0;26987,79;0
"BRA-ESP";2000;12;5;20;1600;0;1582;0
"BRA-ESP";2000;12;5;25;16870;17294,65;265,55;14277,55
"BRA-ESP";2000;12;5;30;1050;0;113;2712
"BRA-ESP";2000;12;10;20;17800;0;10311,25;11915,85
"BRA-ESP";2000;12;10;25;43749;305,1;51270,36;9994,85
"BRA-ESP";2000;12;15;20;1080;0;1457,7;0
"BRA-ESP";2000;12;15;25;26910;870,1;35758,85;10893,2
"BRA-ESP";2000;12;20;15;2180;0;514,15;0
"BRA-ESP";2000;12;20;20;28245;0;18582,85;10626,52
"BRA-ESP";2000;12;20;25;92840;2971,9;27498,55;9989,2
"BRA-ESP";2000;12;25;15;8720;0;2728,95;0
"BRA-ESP";2000;12;25;20;27330;0;20679;18798,68
"BRA-ESP";2001;1;10;20;4800;0;254,25;6644,4
"BRA-ESP";2001;1;15;20;34430;27120;13624,41;0
"BRA-ESP";2001;1;15;25;126808;2243,05;50947,18;3723,35
"BRA-ESP";2001;1;15;30;2190;0;723,2;0
"BRA-ESP";2001;1;20;20;127050;2599;67080,19;0
"BRA-ESP";2001;1;20;25;137270;13424,4;38009,81;2084,85
"BRA-ESP";2001;1;25;20;900;0;1356;0
"BRA-ESP";2001;2;0;25;8800;5011,55;0;0
"BRA-ESP";2001;2;0;30;2000;805,69;0;689,3
"BRA-ESP";2001;2;10;25;1100;339;0;0
"BRA-ESP";2001;2;10;30;2200;497,2;0;0
"BRA-ESP";2001;2;15;20;17100;3536,9;6780;0
"BRA-ESP";2001;2;15;25;95506;1214,75;42112,84;8152,95
"BRA-ESP";2001;2;15;30;7720;0;2835,17;0
"BRA-ESP";2001;2;20;20;20700;2152,65;5897,47;0
"BRA-ESP";2001;2;20;25;61400;943,55;17737,61;807,95
"BRA-ESP";2001;2;25;25;50790;0;14561,18;0
"BRA-ESP";2001;3;0;25;3300;1059,94;0;1370,69
"BRA-ESP";2001;3;0;30;4290;1517,59;0;1523,24
"BRA-ESP";2001;3;0;35;2200;829,42;0;1015,87
"BRA-ESP";2001;3;10;25;2160;0;2293,9;0
"BRA-ESP";2001;3;10;30;2000;0;271,2;0
"BRA-ESP";2001;3;15;25;56795;0;31408,35;0
"BRA-ESP";2001;3;15;30;11940;0;6938,2;0
"BRA-ESP";2001;3;20;20;1100;0;0;0
"BRA-ESP";2001;3;20;25;5300;0;1728,9;0
"BRA-ESP";2001;3;20;30;4400;0;0;0
"BRA-ESP";2001;3;25;25;32000;0;11688,72;0
"BRA-ESP";2001;3;25;30;24000;0;5147,15;0
"BRA-ESP";2001;3;25;35;4000;0;971,8;0
"BRA-ESP";2001;3;30;30;6000;0;1243;0
"BRA-ESP";2001;3;30;35;6000;0;1536,8;0
"BRA-ESP";2001;4;0;25;4000;0;0;0
"BRA-ESP";2001;4;5;25;2560;0;0;0
"BRA-ESP";2001;4;5;30;2240;508,5;0;0
"BRA-ESP";2001;4;10;25;7195;0;0;0
"BRA-ESP";2001;4;10;30;9520;2013,66;339;344,65
"BRA-ESP";2001;4;15;25;60619;7098,66;7062,5;3825,05
"BRA-ESP";2001;4;15;30;64945;9963,21;12701,2;3084,9
"BRA-ESP";2001;4;20;15;1000;0;0;0
"BRA-ESP";2001;4;20;25;3100;683,65;113;435,05
"BRA-ESP";2001;4;20;35;6000;0;0;0
"BRA-ESP";2001;4;25;30;22000;0;8169,9;0
"BRA-ESP";2001;4;25;35;10000;0;0;0
"BRA-ESP";2001;4;25;40;4000;0;0;0
"BRA-ESP";2001;4;30;30;2000;0;452;0
"BRA-ESP";2001;4;30;40;10000;0;0;0
"BRA-ESP";2001;5;5;30;7000;2015,92;0;2067,9
"BRA-ESP";2001;5;10;25;9125;514,15;276,85;62,15
"BRA-ESP";2001;5;10;30;44380;4158,4;0;915,3
"BRA-ESP";2001;5;15;15;2000;0;0;0
"BRA-ESP";2001;5;15;20;2200;322,05;197,75;387,59
"BRA-ESP";2001;5;15;25;127730;49652,2;5952,84;12897,82
"BRA-ESP";2001;5;15;30;62660;12234,51;2183,16;4842,05
"BRA-ESP";2001;5;15;45;4000;0;0;0
"BRA-ESP";2001;5;20;20;2200;1246,39;531,1;1270,12
"BRA-ESP";2001;5;20;25;27000;8699,87;4350,5;8105,49
"BRA-ESP";2001;5;25;10;1080;574,04;0;379,68
"BRA-ESP";2001;5;25;40;22000;0;0;0
"BRA-ESP";2001;5;30;40;24000;0;0;0
"BRA-ESP";2001;5;30;45;8000;0;0;0
"BRA-ESP";2001;6;0;25;27000;0;0;0
"BRA-ESP";2001;6;10;25;1115;0;0;0
"BRA-ESP";2001;6;10;30;27685;3678,15;875,75;791
"BRA-ESP";2001;6;10;35;1980;226;0;0
"BRA-ESP";2001;6;15;15;1000;45,2;45,2;0
"BRA-ESP";2001;6;15;25;259255;89680,19;6978,88;21820,3
"BRA-ESP";2001;6;15;30;5690;542,4;367,25;461,04
"BRA-ESP";2001;6;15;35;3000;485,9;378,55;169,5
"BRA-ESP";2001;6;20;20;5500;1769,58;2626,12;670,09
"BRA-ESP";2001;6;20;25;47450;16638,12;6104,26;8941,69
"BRA-ESP";2001;6;20;30;15990;1000,05;0;853,15
"BRA-ESP";2001;6;20;35;13860;3729;0;0
"BRA-ESP";2001;6;25;30;11500;915,3;0;0
"BRA-ESP";2001;6;25;35;15836;2208,02;0;0
"BRA-ESP";2001;6;25;40;40000;0;0;0
"BRA-ESP";2001;7;0;25;6000;0;0;0
"BRA-ESP";2001;7;0;30;800;0;0;0
"BRA-ESP";2001;7;5;25;2960;0;0;0
"BRA-ESP";2001;7;5;30;20140;0;0;0
"BRA-ESP";2001;7;10;20;3600;0;0;0
"BRA-ESP";2001;7;10;25;13745;2175,25;355,95;5343,77
"BRA-ESP";2001;7;10;30;21235;0;2389,95;2373
"BRA-ESP";2001;7;10;35;4990;333,35;0;0
"BRA-ESP";2001;7;15;15;1000;339;226;107,35
"BRA-ESP";2001;7;15;25;106810;23989,9;5198;15841,47
"BRA-ESP";2001;7;15;30;28640;1919,87;1587,65;6935,94
"BRA-ESP";2001;7;20;20;4400;1902,92;2219,32;0
"BRA-ESP";2001;7;20;25;32400;27364,08;2863,42;716,42
"BRA-ESP";2001;7;20;30;7600;885,92;254,25;0
"BRA-ESP";2001;7;25;35;11610;2632,9;0;0
"BRA-ESP";2001;7;25;40;15310;4220,55;0;0
"BRA-ESP";2001;8;0;25;4100;1000,05;0;428,27
"BRA-ESP";2001;8;0;30;2100;395,5;0;207,92
"BRA-ESP";2001;8;5;25;6650;0;0;0
"BRA-ESP";2001;8;5;30;13055;0;0;0
"BRA-ESP";2001;8;10;25;4600;581,95;84,75;466,69
"BRA-ESP";2001;8;10;30;15445;339;0;0
"BRA-ESP";2001;8;15;25;11760;0;0;0
"BRA-ESP";2001;8;15;30;4900;0;0;0
"BRA-ESP";2001;8;15;45;950;0;0;0
"BRA-ESP";2001;8;20;35;2000;0;0;0
"BRA-ESP";2001;8;25;35;8000;0;0;0
"BRA-ESP";2001;8;25;40;14000;0;0;0
"BRA-ESP";2001;9;0;25;3940;442,96;39,55;141,25
"BRA-ESP";2001;9;5;20;12000;5123,42;3978,73;2837,43
"BRA-ESP";2001;9;5;25;28155;1525,5;531,1;489,29
"BRA-ESP";2001;9;5;30;8550;113;0;0
"BRA-ESP";2001;9;10;25;5630;429,4;0;0
"BRA-ESP";2001;9;10;35;1000;791;0;565
"BRA-ESP";2001;9;15;25;27510;0;0;0
"BRA-ESP";2001;9;15;35;2000;0;0;0
"BRA-ESP";2001;9;15;45;2000;0;0;0
"BRA-ESP";2001;9;20;25;1050;0;0;0
"BRA-ESP";2001;9;25;25;8400;0;0;0
"BRA-ESP";2001;9;25;30;6300;0;0;0
"BRA-ESP";2001;9;25;35;5000;226;0;339
"BRA-ESP";2001;9;25;40;69250;3503;0;5650
"BRA-ESP";2001;9;30;45;1000;452;0;452
"BRA-ESP";2001;10;0;25;950;0;0;378,55
"BRA-ESP";2001;10;5;20;7200;0;1661,1;6740,45
"BRA-ESP";2001;10;5;25;47957;2256,61;4407;3291,69
"BRA-ESP";2001;10;5;30;6000;2337,97;265,55;1833,99
"BRA-ESP";2001;10;10;20;10555;0;254,25;1096,1
"BRA-ESP";2001;10;10;25;22006;0;0;0
"BRA-ESP";2001;10;10;30;6062;2005,75;2429,5;1891,62
"BRA-ESP";2001;10;10;35;3000;1062,2;762,75;836,2
"BRA-ESP";2001;10;15;25;5880;0;0;0
"BRA-ESP";2001;10;15;30;5086;0;0;0
"BRA-ESP";2001;10;15;35;6818;282,5;75,71;169,5
"BRA-ESP";2001;10;15;45;950;0;0;0
"BRA-ESP";2001;10;20;35;2100;0;0;0
"BRA-ESP";2001;10;20;40;1050;0;0;0
"BRA-ESP";2001;10;25;35;24000;0;0;0
"BRA-ESP";2001;10;25;40;59200;45,2;0;33,9
"BRA-ESP";2001;10;25;45;12150;1412,5;0;757,1
"BRA-ESP";2001;10;30;35;20000;0;0;0
"BRA-ESP";2001;10;30;40;6000;0;0;0
"BRA-ESP";2001;10;30;45;14000;8452,4;0;4022,8
"BRA-ESP";2001;10;30;50;1000;2260;0;1695
"BRA-ESP";2001;11;0;30;5000;2389,95;2271,3;1628,33
"BRA-ESP";2001;11;0;35;3000;948,07;1443,01;430,53
"BRA-ESP";2001;11;5;20;9565;0;0;0
"BRA-ESP";2001;11;5;25;139935;2632,9;1734,55;16989,55
"BRA-ESP";2001;11;5;30;12050;3256,66;3142,53;1111,92
"BRA-ESP";2001;11;5;35;2000;1158,25;553,7;401,15
"BRA-ESP";2001;11;10;20;4530;0;0;0
"BRA-ESP";2001;11;10;25;24125;16159;0;6486,2
"BRA-ESP";2001;11;10;30;20975;6896,39;4634,13;2378,65
"BRA-ESP";2001;11;10;35;10000;7128,04;1898,4;1469
"BRA-ESP";2001;11;15;25;2000;971,8;836,2;0
"BRA-ESP";2001;11;15;30;10000;5033,02;5152,8;0
"BRA-ESP";2001;11;15;35;5000;1397,81;1544,71;1309,67
"BRA-ESP";2001;11;20;25;4000;2524,42;1649,8;0
"BRA-ESP";2001;11;25;25;12000;0;0;0
"BRA-ESP";2001;11;25;30;20000;0;0;0
"BRA-ESP";2001;11;25;35;23000;226;0;0
"BRA-ESP";2001;11;25;40;10000;169,5;0;169,5
"BRA-ESP";2001;11;30;40;1000;113;0;0
"BRA-ESP";2001;11;30;45;11000;632,8;0;79,1
"BRA-ESP";2001;12;5;25;27044;0;0;0
"BRA-ESP";2001;12;5;30;5000;1177,46;1716,47;821,51
"BRA-ESP";2001;12;10;25;4515;678;0;0
"BRA-ESP";2001;12;15;15;21200;0;0;0
"BRA-ESP";2001;12;15;20;13545;0;0;0
"BRA-ESP";2001;12;15;25;39895;17119,5;0;1130
"BRA-ESP";2001;12;15;30;1280;0;0;0
"BRA-ESP";2001;12;20;15;12650;0;0;0
"BRA-ESP";2001;12;20;20;52707;21922;791;6305,4
"BRA-ESP";2001;12;20;25;124222;112909,6;10797,15;12174,62
"BRA-ESP";2001;12;20;30;1260;0;0;0
"BRA-ESP";2001;12;25;20;68000;0;0;0
"BRA-ESP";2001;12;25;25;24000;0;0;0
"BRA-ESP";2001;12;25;30;4000;0;0;0
"BRA-ESP";2002;1;15;15;1200;0;0;0
"BRA-ESP";2002;1;15;20;10550;0;0;0
"BRA-ESP";2002;1;15;25;7450;0;0;0
"BRA-ESP";2002;1;15;30;1260;0;0;0
"BRA-ESP";2002;1;20;20;7230;0;0;0
"BRA-ESP";2002;1;20;25;66762;12689,9;8337,14;8517,94
"BRA-ESP";2002;1;20;30;7450;2221,58;1452,05;1405,72
"BRA-ESP";2002;1;20;45;1050;310,75;84,75;293,8
"BRA-ESP";2002;2;15;20;3800;0;0;0
